HouseholdRole,Age,Sex,Education,MonthlyIncome,IncomeLevel,IndustryCode,HouseholdSES,HouseholdItem,PeriodStay,FamilySES,MeanSES,Ketena
0,18,0,10,,,,,,,,,8
0,17,1,14,,,,,,,,,8
1,35,0,2,1500,Medium,6,1,1,10,1,1,8
0,24,1,4,,,,,,,,,8
0,3,0,98,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,27,0,2,700,Medium,6,1,1,10,1,1,8
1,35,0,0,500,Low,6,1,1,18,1,1,8
1,30,0,4,600,Medium,6,1,1,6,1,1,8
0,32,1,0,,,,,,,,,8
0,4,0,4,,,,,,,,,8
0,10,1,4,,,,,,,,,8
1,19,0,6,700,Medium,6,1,1,6,1,1,8
0,18,0,0,,,,,,,,,8
0,19,0,8,,,,,,,,,8
1,29,1,3,,,,,,,,,8
0,8,0,2,500,Low,98,1,1,6,1,1,8
1,30,1,0,,,,,,,,,8
0,20,0,5,500,Low,6,1,1,10,1,1,8
1,34,0,10,,,,,,,,,8
0,28,1,9,500,Low,6,2,2,10,2,2,8
0,3,0,96,,,,,,,,,8
0,2,1,96,,,,,,,,,8
0,21,1,10,,,,,,,,,8
1,23,1,10,700,Medium,6,1,1,3,2,1.333333333,8
0,28,1,0,,,,,,,,,8
0,10,0,4,,,,,,,,,8
0,7,0,4,,,,,,,,,8
1,40,0,4,400,Low,12,2,2,16,2,2,8
0,35,1,0,,,,,,,,,8
0,15,0,8,,,,,,,,,8
0,7,1,1,,,,,,,,,8
1,35,0,1,700,Medium,6,1,1,4,1,1,8
0,20,1,8,,,,,,,,,8
0,7,0,98,,,,,,,,,8
0,14,0,1,,,,,,,,,8
0,19,1,4,,,,,,,,,8
0,13,1,1,,,,,,,,,8
1,25,0,8,1500,Medium,98,1,1,2,1,1,8
0,24,1,12.5,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,28,0,10,700,Medium,6,1,1,3,1,1,8
0,29,1,6,,,,,,,,,8
0,1,0,96,,,,,,,,,8
0,19,0,11,,,,,,,,,8
0,26,1,8,,,,,,,,,8
1,50,0,1,500,Low,12,2,2,50,2,2,8
0,40,1,0,,,,,,,,,8
0,22,1,13,,,,,,,,,8
0,20,1,14,,,,,,,,,8
0,18,1,9,,,,,,,,,8
0,13,0,5,,,,,,,,,8
0,10,0,3,,,,,,,,,8
1,21,1,10,700,Medium,6,1,1,1,1,1,8
0,18,1,10,,,,,,,,,8
1,27,0,10,500,Low,6,1,1,4,1,1,8
1,51,0,4,1000,Medium,12,1,1,51,1,1,8
0,50,1,0,,,,,,,,,8
0,22,0,12,,,,,,,,,8
0,20,0,9,,,,,,,,,8
0,18,1,8,,,,,,,,,8
0,16,0,5,,,,,,,,,8
0,11,1,1,,,,,,,,,8
1,25,0,12.5,800,Medium,98,1,1,5,1,1,8
0,19,1,12,,,,,,,,,8
0,21,1,12,,,,,,,,,8
1,30,1,8,600,Medium,14.11,1,1,6,1,1,8
0,70,1,0,,,,,,,,,8
0,12,0,8,,,,,,,,,8
1,36,1,4,200,Low,99,1,1,8,1,1,8
0,6,0,98,,,,,,,,,8
1,29,0,10,600,Medium,6,1,1,10,1,1,8
1,23,0,5,700,Medium,6,1,1,2,1,1,8
0,20,1,10,,,,,,,,,8
0,20,0,8,,,,,,,,,8
1,20,0,6,800,Medium,6,1,1,4,1,1,8
0,19,1,4,,,,,,,,,8
0,2,1,96,,,,,,,,,8
0,18,1,8,,,,,,,,,8
1,30,0,0,500,Low,6,1,1,20,1,1,8
0,30,1,0,,,,,,,,,8
0,15,0,6,,,,,,,,,8
0,14,1,5,,,,,,,,,8
1,26,0,6,500,Low,7,1,1,6,1,1,8
0,25,1,3,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,24,0,5,2000,Medium,6,1,1,5,1,1,8
0,19,1,0,,,,,,,,,8
1,24,0,8,500,Low,6,1,1,7,1,1,8
0,20,1,0,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,28,0,6,1000,Medium,6,1,1,8,1,1,8
0,24,1,10,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,28,0,6,2000,Medium,6,1,1,3,1,1,8
0,25,1,10,,,,,,,,,8
0,22,0,6,,,,,,,,,8
1,26,0,8,1500,Medium,6,1,1,6,1,1,8
0,20,1,6,,,,,,,,,8
1,37,0,8,1000,Medium,6,2,1,12,1,1.333333333,8
0,28,1,0,,,,,,,,,8
0,6,1,98,,,,,,,,,8
0,11,0,5,,,,,,,,,8
1,29,0,6,2000,Medium,8,2,1,8,1,1.333333333,8
0,26,1,5,,,,,,,,,8
0,1,0,0,,,,,,,,,8
1,27,0,5,1000,Medium,6,1,1,8,1,1,8
0,27,1,0,,,,,,,,,8
0,2,1,96,,,,,,,,,8
1,25,0,10,1000,Medium,6,2,1,7,1,1.333333333,8
1,28,0,8,1400,Medium,9,1,1,9,1,1,8
0,25,1,8,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,61,0,97,300,Low,99,1,1,22,1,1,8
0,51,1,3,,,,,,,,,8
0,19,0,8,,,,,,,,,8
0,16,0,7,,,,,,,,,8
0,18,1,3,,,,,,,,,8
0,13,0,4,,,,,,,,,8
1,25,0,14,10000,High,6,3,3,3,3,3,8
0,23,1,13,,,,,,,,,8
1,30,0,9,1500,Medium,8,3,2,15,2,2.333333333,8
0,35,1,8,,,,,,,,,8
0,12,0,6,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,63,0,7,2000,Medium,14.1,3,3,63,2,2.666666667,8
0,63,1,5,,,,,,,,,8
0,16,1,6,,,,,,,,,8
1,27,0,7,100,Low,98,1,1,2,1,1,8
0,21,1,1,,,,,,,,,8
1,25,0,10,800,Medium,6,1,1,1,1,1,8
0,24,1,10,,,,,,,,,8
1,43,1,8,3000,High,99,3,3,2,3,3,8
0,28,1,14,,,,,,,,,8
0,26,0,14,,,,,,,,,8
0,21,0,12,,,,,,,,,8
0,33,0,10,,,,,,,,,8
1,20,0,0,800,Medium,6,2,2,20,2,2,8
0,35,1,2,,,,,,,,,8
1,28,0,6,1000,Medium,8,1,1,15,1,1,8
0,23,1,9,,,,,,,,,8
0,9,0,98,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,36,0,0,1500,Medium,6,1,1,9,1,1,8
0,28,1,0,,,,,,,,,8
0,8,1,1,,,,,,,,,8
0,3,0,96,,,,,,,,,8
0,19,1,96,,,,,,,,,8
1,30,0,4,1500,Medium,6,1,1,9,1,1,8
0,27,1,0,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,30,0,96,1800,Medium,6,2,1,3,2,1.666666667,8
0,22,1,0,,,,,,,,,8
0,8,0,1,,,,,,,,,8
0,6,0,1,,,,,,,,,8
0,3,0,1,,,,,,,,,8
1,25,1,0,1200,Medium,6,1,1,7,1,1,8
0,18,0,10,,,,,,,,,8
0,15,1,3,,,,,,,,,8
1,22,0,10,1500,Medium,6,1,2,4,2,1.666666667,8
0,20,1,10,,,,,,,,,8
0,7,1,96,,,,,,,,,8
1,22,0,3,2000,Medium,6,2,2,2,2,2,8
0,18,1,10,,,,,,,,,8
1,36,0,13,2800,High,15,3,2,12,2,2.333333333,8
0,26,1,12.5,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,24,0,3,2500,High,6,2,1,6,2,1.666666667,8
0,22,1,2,,,,,,,,,8
1,32,0,8,2000,Medium,6,2,2,4,3,2.333333333,8
0,32,1,2,,,,,,,,,8
0,8,1,1,,,,,,,,,8
0,9,1,4,,,,,,,,,8
1,40,0,6,400,Low,6,1,1,15,1,1,8
0,45,1,0,,,,,,,,,8
0,5,0,98,,,,,,,,,8
0,12,0,2,,,,,,,,,8
1,20,1,10,100,Low,20,1,1,1,1,1,8
1,45,0,4,1500,Medium,6,2,1,5,2,1.666666667,8
0,40,1,0,,,,,,,,,8
0,18,1,8,,,,,,,,,8
0,15,0,8,,,,,,,,,8
0,9,0,3,,,,,,,,,8
1,32,0,12,1500,Medium,6,2,1,12,2,1.666666667,8
0,28,1,0,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,23,0,6,1500,Medium,6,2,2,3,2,2,8
1,34,0,0,800,Medium,6,1,1,6,1,1,8
1,50,1,0,2000,Medium,12,2,2,3,2,2,8
0,25,0,12,,,,,,,,,8
0,30,0,10,,,,,,,,,8
0,27,1,14,,,,,,,,,8
0,26,0,14,,,,,,,,,8
1,30,1,13,2000,Medium,6,1,1,2,1,1,8
0,14,1,7,,,,,,,,,8
0,13,0,6,,,,,,,,,8
1,24,1,0,1000,Medium,6,1,1,4,1,1,8
0,2,0,96,,,,,,,,,8
1,28,0,0,2000,Medium,6,3,2,4,2,2.333333333,8
0,25,1,7,,,,,,,,,8
0,5,0,98,,,,,,,,,8
1,25,1,10,1500,Medium,6,2,2,5,2,2,8
0,4,1,96,,,,,,,,,8
1,30,0,8,2000,Medium,6,2,1,10,2,1.666666667,8
0,26,1,0,,,,,,,,,8
0,10,1,4,,,,,,,,,8
0,4,1,98,,,,,,,,,8
1,50,1,4,1500,Medium,20,2,1,30,2,1.666666667,8
0,20,1,14,,,,,,,,,8
0,27,0,8,,,,,,,,,8
0,22,0,8,,,,,,,,,8
1,28,0,10,500,Low,6,1,1,11,1,1,8
0,20,1,0,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,30,0,10,1000,Medium,8,2,2,22,2,2,8
0,30,1,8,,,,,,,,,8
0,5,1,98,,,,,,,,,8
0,2,0,96,,,,,,,,,8
0,17,1,10,,,,,,,,,8
1,39,0,12,2000,Medium,98,2,2,14,2,2,8
0,33,1,8,,,,,,,,,8
0,9,1,4,,,,,,,,,8
0,5,0,98,,,,,,,,,8
0,2,1,96,,,,,,,,,8
0,18,1,0,700,Medium,20,1,1,2,1,1,8
1,32,1,4,,,,,,,,,8
0,13,1,7,,,,,,,,,8
1,34,1,8,500,Low,12,1,1,7,1,1,8
0,32,1,10,,,,,,,,,8
1,40,0,0,400,Low,98,1,1,5,1,1,8
0,32,1,0,,,,,,,,,8
0,10,0,3,,,,,,,,,8
0,5,0,98,,,,,,,,,8
1,37,0,8,1000,Medium,98,2,2,5,2,2,8
0,29,1,0,,,,,,,,,8
0,16,1,9,,,,,,,,,8
0,12,0,5,,,,,,,,,8
0,8,1,2,,,,,,,,,8
1,40,1,0,300,Low,6,1,1,3,1,1,8
1,28,0,10,2000,Medium,98,2,2,6,2,2,8
0,32,0,10,,,,,,,,,8
0,40,1,8,,,,,,,,,8
1,26,0,9,1000,Medium,6,1,1,2,1,1,8
0,22,1,10,,,,,,,,,8
1,24,1,9,500,Low,6,1,1,2,1,1,8
1,30,0,4,1000,Medium,6,1,1,2,1,1,8
0,25,1,8,,,,,,,,,8
1,36,0,2,1500,Medium,6,1,1,3,1,1,8
0,24,1,4,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,38,0,6,1000,Medium,6,2,2,3,1,1.666666667,8
0,38,1,0,,,,,,,,,8
0,9,0,4,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,38,0,7,1000,Medium,98,2,2,22,2,2,8
0,34,1,4,,,,,,,,,8
0,14,1,8,,,,,,,,,8
0,11,0,5,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,40,0,8,1000,Medium,98,2,2,6,2,2,8
0,26,1,0,,,,,,,,,8
0,6,1,98,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,35,1,14,1000,Medium,12,2,2,21,2,2,8
0,25,0,13,,,,,,,,,8
0,18,1,6,,,,,,,,,8
1,35,0,10,1000,Medium,98,2,2,5,2,2,8
0,23,1,10,,,,,,,,,8
0,2,0,96,,,,,,,,,8
0,14,0,10,,,,,,,,,8
0,15,1,8,,,,,,,,,8
1,44,0,12.5,2000,Medium,98,2,2,7,2,2,8
0,35,1,3,,,,,,,,,8
0,20,1,14,,,,,,,,,8
0,15,1,9,,,,,,,,,8
0,4,0,14,,,,,,,,,8
0,2,1,96,,,,,,,,,8
0,33,1,8,,,,,,,,,8
0,10,1,4,,,,,,,,,8
1,42,0,10,1000,Medium,98,2,2,10,2,2,8
0,38,1,6,,,,,,,,,8
0,19,0,10,,,,,,,,,8
0,28,1,11,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,76,0,0,400,Low,12,2,2,76,2,2,8
0,55,1,0,,,,,,,,,8
0,25,0,0,,,,,,,,,8
0,21,0,0,,,,,,,,,8
0,23,1,0,,,,,,,,,8
0,25,1,8,,,,,,,,,8
0,18,1,8,,,,,,,,,8
0,16,0,8,,,,,,,,,8
1,33,0,10,400,Low,12,2,2,33,2,2,8
0,26,1,9,,,,,,,,,8
0,6,1,98,,,,,,,,,8
0,4,1,96,,,,,,,,,8
0,2,0,96,1000,Medium,14.1,1,1,25,1,1,8
1,48,0,5,,,,,,,,,8
0,42,1,0,,,,,,,,,8
0,16,0,7,,,,,,,,,8
0,14,1,6,,,,,,,,,8
1,28,0,7,700,Medium,6,2,2,7,2,2,8
0,22,1,0,,,,,,,,,8
0,15,1,6,,,,,,,,,8
0,6,1,98,,,,,,,,,8
0,5,0,98,,,,,,,,,8
0,4,0,96,,,,,,,,,8
1,15,1,6,500,Low,6,1,1,2,1,1,8
0,16,1,3,,,,,,,,,8
1,40,0,0,2000,Medium,6,2,2,10,2,2,8
0,35,1,0,,,,,,,,,8
0,12,1,5,,,,,,,,,8
0,2,1,96,,,,,,,,,8
1,38,0,8,1000,Medium,6,2,2,10,1,1.666666667,8
0,31,1,5,,,,,,,,,8
0,9,0,98,,,,,,,,,8
0,2,1,98,,,,,,,,,8
0,5,0,98,,,,,,,,,8
1,50,0,5,1000,Medium,6,2,2,8,2,2,8
0,40,1,0,,,,,,,,,8
0,20,0,8,,,,,,,,,8
0,18,0,6,,,,,,,,,8
0,8,1,1,,,,,,,,,8
0,1,0,96,,,,,,,,,8
0,10,1,98,,,,,,,,,8
1,35,0,0,1000,Medium,6,2,2,7,2,2,8
0,30,1,0,,,,,,,,,8
0,16,0,8,,,,,,,,,8
0,6,0,98,,,,,,,,,8
0,14,0,6,,,,,,,,,8
1,27,0,8,800,Medium,6,1,1,10,1,1,8
1,48,0,11,1000,Medium,98,3,3,5,3,3,8
0,23,0,10,,,,,,,,,8
0,21,1,10,,,,,,,,,8
0,15,0,8,,,,,,,,,8
0,42,0,12,,,,,,,,,8
0,22,0,10,,,,,,,,,8
1,55,0,1,1000,Medium,12,3,3,55,3,3,8
0,45,1,1,,,,,,,,,8
0,25,0,14,,,,,,,,,8
0,21,0,14,,,,,,,,,8
0,19,1,14,,,,,,,,,8
0,18,1,14,,,,,,,,,8
0,17,0,10,,,,,,,,,8
0,16,0,9,,,,,,,,,8
0,15,1,9,,,,,,,,,8
1,50,1,11,2000,Medium,12,2,2,3,2,2,8
1,28,0,10,1000,Medium,6,1,1,4,1,1,8
0,22,1,12,,,,,,,,,8
1,30,0,8,1000,Medium,6,1,1,4,1,1,8
0,23,1,7,,,,,,,,,8
0,5,0,98,,,,,,,,,8
1,32,0,5,1000,Medium,14.1,1,1,5,1,1,8
0,23,1,8,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,83,1,0,800,Medium,99,2,2,83,2,2,8
0,35,1,6,,,,,,,,,8
1,13,0,0,500,Low,98,1,1,8,1,1,8
0,25,1,7,,,,,,,,,8
0,14,1,7,,,,,,,,,8
0,26,0,10,,,,,,,,,8
1,31,0,5,1000,Medium,6,1,1,7,1,1,8
0,28,1,6,,,,,,,,,8
0,2,1,96,,,,,,,,,8
1,20,1,0,500,Low,6,1,1,2,1,1,8
1,35,0,0,400,Low,6,1,1,15,2,1.333333333,8
0,25,1,0,,,,,,,,,8
1,31,0,10,2500,High,8,3,3,10,3,3,8
0,37,1,4,,,,,,,,,8
0,16,0,10,,,,,,,,,8
0,14,0,6,,,,,,,,,8
0,23,1,7,,,,,,,,,8
1,37,0,7,2000,Medium,98,1,1,7,1,1,8
0,22,1,10,,,,,,,,,8
0,16,0,7,,,,,,,,,8
0,14,0,6,,,,,,,,,8
0,1,1,96,,,,,,,,,8
0,27,1,7,,,,,,,,,8
1,28,0,10,1000,Medium,99,1,1,5,1,1,8
1,45,0,12,500,Low,6,1,1,8,1,1,8
0,32,1,6,,,,,,,,,8
1,24,1,7,1000,Medium,14.11,1,1,4,1,1,8
1,30,1,0,3000,High,,1,1,9,1,1,8
0,9,0,2,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,28,0,5,400,Low,6,1,1,6,1,1,8
0,25,1,4,,,,,,,,,8
0,3,1,96,,,,,,,,,8
1,35,1,5,600,Medium,12,1,1,5,1,1,8
0,14,0,6,,,,,,,,,8
0,11,0,4,,,,,,,,,8
1,43,0,4,600,Medium,6,1,1,2,1,1,8
0,30,1,5,,,,,,,,,8
0,10,0,3,,,,,,,,,8
1,27,0,7,600,Medium,6,1,1,6,1,1,8
1,56,0,6,1000,Medium,6,2,2,6,2,2,8
0,40,1,3,,,,,,,,,8
0,16,1,11,,,,,,,,,8
0,11,0,4,,,,,,,,,8
0,6,0,98,,,,,,,,,8
1,25,0,5,600,Medium,6,1,1,1,1,1,8
1,45,1,6,,,,,,,,,8
0,20,1,14,500,Low,6,1,1,6,1,1,8
1,70,0,0,,,,,,,,,8
0,25,1,10,1000,Medium,12,2,2,70,2,2,8
1,33,1,0,,,,,,,,,8
0,12,0,9,700,Medium,12,1,1,33,1,1,8
0,16,0,7,,,,,,,,,8
0,12,1,3,,,,,,,,,8
1,24,0,14,300,Low,99,1,1,24,1,1,8
1,67,0,0,600,Medium,12,2,2,67,2,2,8
0,65,1,0,,,,,,,,,8
0,18,1,12,,,,,,,,,8
0,20,1,8,,,,,,,,,8
0,13,1,9,,,,,,,,,8
0,12,1,6,,,,,,,,,8
0,17,0,0,,,,,,,,,8
1,35,0,5,700,Medium,6,1,1,35,1,1,8
0,32,1,0,,,,,,,,,8
0,10,1,3,,,,,,,,,8
0,3,0,96,,,,,,,,,8
1,25,0,5,600,Medium,6,1,1,4,1,1,8
0,22,1,6,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,28,0,10,600,Medium,6,1,1,3,1,1,8
0,23,1,10,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,42,0,11,500,Low,12,2,2,42,2,2,8
0,27,1,1,,,,,,,,,8
0,10,0,9,,,,,,,,,8
0,13,1,7,,,,,,,,,8
0,2,1,96,,,,,,,,,8
0,25,0,0,,,,,,,,,8
1,25,0,10,600,Medium,98,1,1,4,1,1,8
1,25,0,3,600,Medium,6,1,1,4,1,1,8
0,20,1,10,,,,,,,,,8
1,28,0,7,1000,Medium,6,1,1,7,1,1,8
0,25,1,8,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,26,0,12,2000,Medium,15,2,2,2,2,2,8
1,43,1,12.5,500,Low,99,3,3,25,3,3,8
0,70,1,14,,,,,,,,,8
0,19,0,14,,,,,,,,,8
0,18,0,12,,,,,,,,,8
1,40,0,5,1000,Medium,6,1,1,1,1,1,8
0,28,1,0,,,,,,,,,8
0,3,0,96,,,,,,,,,8
0,58,1,8,,,,,,,,,8
1,20,0,14,3000,High,98,1,1,1,1,1,8
0,8,0,5,,,,,,,,,8
0,4,1,98,,,,,,,,,8
1,27,0,4,500,Low,98,1,1,1,1,1,8
0,23,1,6,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,35,0,5,500,Low,98,1,1,99,1,1,8
0,30,1,7,,,,,,,,,8
0,10,1,1,,,,,,,,,8
0,5,1,98,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,27,0,8,500,Low,98,1,1,2,1,1,8
1,22,0,12.5,500,Low,98,1,1,99,1,1,8
0,20,1,10,,,,,,,,,8
1,26,0,10,3000,High,98,1,1,3,2,1.333333333,8
0,20,1,6,,,,,,,,,8
0,2,1,96,,,,,,,,,8
1,27,1,0,500,Low,98,1,1,8,1,1,8
1,2,0,96,,,,,,,,,8
0,38,0,6,800,Medium,98,1,1,1,1,1,8
0,30,1,3,,,,,,,,,8
1,18,0,7,,,,,,,,,8
0,30,0,0,800,Medium,98,1,1,4,1,1,8
0,30,1,0,,,,,,,,,8
0,13,1,6,,,,,,,,,8
1,3,1,96,,,,,,,,,8
0,23,0,10,1000,Medium,98,1,1,99,1,1,8
0,18,0,10,,,,,,,,,8
0,22,1,10,,,,,,,,,8
1,35,0,0,800,Medium,6,,1,10,1,1,8
1,39,1,8,,,,,,,,,8
0,28,1,10,1200,Medium,15,,2,12,2,2,8
0,33,1,8,,,,,,,,,8
0,30,0,8,,,,,,,,,8
0,17,0,9,,,,,,,,,8
0,15,1,8,,,,,,,,,8
0,8,1,1,,,,,,,,,8
0,15,0,8,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,42,1,0,800,Medium,6,,1,4,1,1,8
0,12,0,3,,,,,,,,,8
0,6,0,98,,,,,,,,,8
1,40,0,0,2200,High,14.1,,2,,2,2,8
0,42,1,0,,,,,,,,,8
0,22,0,6,,,,,,,,,8
0,12,1,6,,,,,,,,,8
0,10,1,2,,,,,,,,,8
1,22,0,0,1000,Medium,6,,1,4,2,1.5,8
0,21,1,10,,,,,,,,,8
1,46,0,0,1000,Medium,6,,1,15,2,1.5,8
0,40,1,0,,,,,,,,,8
0,17,1,8,,,,,,,,,8
0,15,0,7,,,,,,,,,8
1,30,0,0,1000,Medium,6,,1,10,1,1,8
0,30,1,0,,,,,,,,,8
0,8,1,2,,,,,,,,,8
0,4,1,98,,,,,,,,,8
1,40,1,0,800,Medium,6,,1,7,1,1,8
0,20,1,6,,,,,,,,,8
0,17,1,7,,,,,,,,,8
0,12,0,4,,,,,,,,,8
0,1,1,96,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,30,0,8,1000,Medium,6,1,1,2,1,1,8
0,30,1,0,,,,,,,,,8
0,3,1,96,,,,,,,,,8
1,27,0,9,1000,Medium,8,1,1,1,1,1,8
0,24,1,8,,,,,,,,,8
0,1,0,96,,,,,,,,,8
0,12,1,6,,,,,,,,,8
0,20,0,10,,,,,,,,,8
1,21,1,8,500,Low,6,1,1,99,1,1,8
0,19,1,8,,,,,,,,,8
1,30,0,10,1000,Medium,6,1,1,2,1,1,8
0,28,1,10,,,,,,,,,8
0,4,0,98,,,,,,,,,8
0,10,1,1,,,,,,,,,8
1,85,0,0,,,,1,1,10,1,1,8
1,58,0,99,300,Low,99,,,13,1,1,8
0,24,0,0,,,,,,,,,8
0,18,1,0,,,,,,,,,8
1,70,0,8,,,,,,6,1,1,8
1,28,0,9,500,Low,99,2,1,1,2,1.666666667,8
0,30,1,0,,,,,,,,,8
0,1,1,96,,,,,,,,,8
0,11,0,4,,,,,,,,,8
0,18,1,0,,,,,,,,,8
1,28,0,10,1500,Medium,6,1,1,6,1,1,8
0,24,1,8,,,,,,,,,8
0,1,1,96,,,,,,,,,8
0,8,1,1,,,,,,,,,8
1,29,1,6,500,Low,6,2,1,8,1,1.333333333,8
0,8,0,98,,,,,,,,,8
1,23,0,8,1000,Medium,6,1,1,4,1,1,8
1,46,0,0,500,Low,6,1,1,6,1,1,8
0,35,1,4,,,,,,,,,8
0,10,1,6,,,,,,,,,8
0,16,0,7,,,,,,,,,8
1,27,0,10,,,,1,1,99,1,1,8
1,48,0,0,1500,Medium,14.1,3,1,12,1,1.666666667,8
0,30,1,0,,,,,,,,,8
0,12,0,1,,,,,,,,,8
0,7,0,1,,,,,,,,,8
0,10,1,2,,,,,,,,,8
0,40,0,4,,,,,,,,,8
1,24,0,5,1000,Medium,14.1,3,2,,2,2.333333333,8
1,35,1,0,1000,Medium,7,1,1,1,2,1.333333333,8
0,18,1,6,,,,,,,,,8
0,29,0,8,,,,,,,,,8
1,24,0,5,1500,Medium,6,1,1,5,1,1,8
0,23,1,6,,,,,,,,,8
0,4,0,96,,,,,,,,,8
1,21,0,8,1000,Medium,6,1,1,3,2,1.333333333,8
1,24,0,7,2000,Medium,3,1,1,7,2,1.333333333,8
0,22,1,8,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,30,0,12,1000,Medium,8,2,2,2,2,2,8
0,24,1,12.5,,,,,,,,,8
0,3,0,98,,,,,,,,,8
0,5,1,98,,,,,,,,,8
1,28,0,8,2000,Medium,8,3,2,6,3,2.666666667,8
0,27,1,8,,,,,,,,,8
0,3,1,96,,,,,,,,,8
0,1,0,96,,,,,,,,,8
0,26,1,7,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,56,1,0,1000,Medium,12,2,2,11,1,1.666666667,8
0,18,1,9,,,,,,,,,8
0,16,0,8,,,,,,,,,8
0,17,1,10,,,,,,,,,8
0,16,0,7,,,,,,,,,8
0,13,0,5,,,,,,,,,8
0,14,1,8,,,,,,,,,8
0,14,0,1,,,,,,,,,8
1,70,0,0,,,,,,,,,8
0,32,1,0,1000,Medium,6,3,2,7,1,2,8
0,14,0,6,,,,,,,,,8
0,7,0,98,,,,,,,,,8
0,4,0,98,,,,,,,,,8
1,35,0,5,,,,,,,,,8
0,25,1,2,1400,Medium,,1,1,10,1,1,8
0,7,0,1,,,,,,,,,8
0,2,0,96,,,,,,,,,8
1,33,0,0,1000,Medium,6,3,1,6,1,1.666666667,8
0,29,1,6,,,,,,,,,8
0,8,1,2,,,,,,,,,8
1,45,0,0,1500,Medium,6,1,1,10,1,1,8
0,40,1,0,,,,,,,,,8
0,19,1,8,,,,,,,,,8
0,16,0,6,,,,,,,,,8
0,14,1,6,,,,,,,,,8
0,11,0,5,,,,,,,,,8
0,26,0,10,,,,,,,,,8
0,14,0,8,,,,,,,,,8
0,23,0,10,,,,,,,,,8
1,39,0,4,1000,Medium,14.1,1,1,9,2,1.333333333,8
0,34,1,0,,,,,,,,,8
0,17,1,9,,,,,,,,,8
0,12,1,7,,,,,,,,,8
0,10,0,6,,,,,,,,,8
0,19,0,10,,,,,,,,,8
1,50,0,14,,,,3,3,3,4,3.333333333,8
0,24,1,14,,,,,,,,,8
1,36,0,12,3000,High,8,3,3,36,3,3,8
0,34,1,12,,,,,,,,,8
0,1,0,96,,,,,,,,,8
0,21,1,5,,,,,,,,,8
1,58,1,12,,,,3,3,3,2,2.666666667,8
0,23,0,11,,,,,,,,,8
0,21,1,14,,,,,,,,,8
1,35,0,13,,,,3,3,35,3,3,8
0,30,1,12,,,,,,,,,8
0,2,0,96,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,55,1,0,,,,2,1,8,1,1.333333333,8
0,23,0,5,,,,,,,,,8
0,15,1,2,,,,,,,,,8
0,10,1,2,,,,,,,,,8
0,10,0,2,,,,,,,,,8
0,22,0,3,,,,,,,,,8
1,29,0,10,700,Medium,6,2,1,15,2,1.666666667,8
0,27,1,8,,,,,,,,,8
0,9,0,3,,,,,,,,,8
0,6,1,1,,,,,,,,,8
0,4,0,98,,,,,,,,,8
0,1,0,96,,,,,,,,,8
1,28,0,0,1000,Medium,6,2,1,8,1,1.333333333,8
0,25,1,0,,,,,,,,,8
0,4,0,98,,,,,,,,,8
1,35,0,14,,,,3,3,4,3,3,8
0,26,1,14,,,,,,,,,8
0,4,0,98,,,,,,,,,8
0,1,1,96,,,,,,,,,8
0,16,1,10,,,,,,,,,8
1,35,0,0,,,,3,3,35,2,2.666666667,8
0,30,1,0,,,,,,,,,8
0,14,0,4,,,,,,,,,8
0,12,0,2,,,,,,,,,8
0,9,0,1,,,,,,,,,8
0,3,1,96,,,,,,,,,8
0,13,1,1,,,,,,,,,8
1,30,0,5,250,Low,,2,2,2,2,2,8
0,20,1,5,,,,,,,,,8
0,7,0,2,,,,,,,,,8
0,1,1,96,,,,,,,,,8
1,31,0,9,3000,High,7,2,2,6,2,2,8
0,27,1,13,,,,,,,,,8
0,8,0,3,,,,,,,,,8
0,5,1,98,,,,,,,,,8
0,2,0,96,,,,,,,,,8
