HouseholdRole,Age,Sex,Education,MonthlyIncome,IncomeLevel,IndustryCode,HouseholdSES,HouseholdItem,PeriodStay,FamilySES,MeanSES,Ketena
0,30,0,3,,,,,,,2,2,2
0,15,1,9,,,,,,,,,2
0,11,1,5,,,,,,,,,2
1,29,1,10,300,Low,6,3,1,5,,2,2
1,21,0,7,300,Low,3,3,1,2,1,1.666666667,2
0,20,1,4,,,,,,,2,2,2
1,25,0,10,1500,Medium,15,3,1,2,,2,2
1,35,0,0,300,Low,6,3,1,7,2,2,2
0,25,1,8,,,,,,,1,1,2
0,10,1,4,,,,,,,,,2
1,21,1,8,500,Low,6,3,1,1,,2,2
0,24,0,6,,,,,,,1,1,2
1,30,0,6,1500,Medium,14.11,3,1,9,,2,2
0,28,1,0,,,,,,,3,3,2
0,7,0,1,,,,,,,,,2
0,2,0,0,,,,,,,,,2
1,32,0,0,300,Low,6,3,1,2,,2,2
0,20,1,7,,,,,,,1,1,2
1,39,1,9,1500,Medium,12,1,2,5,,1.5,2
0,22,1,12,,,,,,,3,3,2
0,20,1,12,,,,,,,,,2
1,46,0,10,,,,1,3,5,,2,2
0,35,1,10,,,,,,,3,3,2
0,10,1,4,,,,,,,,,2
1,25,1,10, ,,,3,3,7,,3,2
0,40,0,10,,,,,,,3,3,2
1,85,0,3,200,Low,99,1,1,1,,1,2
0,20,0,10,,,,,,,1,1,2
0,19,1,10,,,,,,,,,2
1,40,0,3,400,Low,3,1,1,10,,1,2
0,38,1,2,,,,,,,1,1,2
0,16,0,6,,,,,,,,,2
0,3,1,96,,,,,,,,,2
1,18,0,5,3000,High,3,3,2,3,,2.5,2
1,30,0,4,500,Low,3,3,1,5,3,2.333333333,2
0,25,1,0,,,,,,,1,1,2
0,7,1,1,,,,,,,,,2
0,4,1,,,,,,,,,,2
0,30,0,0,,,,,,,,,2
1,30,1,8,300,Low,19.11,3,1,4,,2,2
0,27,1,7,,,,,,,1,1,2
1,30,0,0,400,Low,6,3,1,4,,2,2
0,27,0,,,,,,,,1,1,2
1,30,1,0,300,Low,7.11,1,1,10,,1,2
0,35,0,0,,,,,,,1,1,2
0,9,1,2,,,,,,,,,2
0,3,0,,,,,,,,,,2
1,30,0,7,600,Medium,6,1,1,4,,1,2
0,27,1,8,,,,,,,1,1,2
1,30,0,0,500,Low,6,1,1,4,,1,2
1,30,1,13,1000,Medium,15,3,1,7,1,1.666666667,2
0,30,0,6,,,,,,,1,1,2
0,4,0,14,,,,,,,,,2
0,20,1,4,,,,,,,,,2
1,30,1,0,,,,1,3,2,,2,2
0,40,0,0,,,,,,,2,2,2
0,18,0,12,,,,,,,,,2
0,20,1,14,,,,,,,,,2
0,15,0,8,,,,,,,,,2
1,30,1,,300,Low,6,3,1,7,,2,2
0,23,1,5,,,,,,,1,1,2
0,3,0,,,,,,,,,,2
1,21,0,10,300,Low,6,3,1,4,,2,2
0,20,1,,,,,,,,1,1,2
0,12,1,,,,,,,,,,2
0,1,1,96,,,,,,,,,2
1,20,1,10,200,Low,99,3,1,99,,2,2
1,40,0,12,1500,Medium,8,1,3,8,1,1.666666667,2
0,37,1,12,,,,,,,3,3,2
0,16,0,10,,,,,,,,,2
0,13,0,8,,,,,,,,,2
0,7,1,1,,,,,,,,,2
0,3,1,96,,,,,,,,,2
0,1,1,,,,,,,,,,2
1,22,0,8,300,Low,6,3,1,1,,2,2
0,23,1,6,,,,,,,1,1,2
0,1,0,96,,,,,,,,,2
1,23,0,7,400,Low,7,3,1,1,,2,2
1,36,1,4,1000,Medium,12,1,3,10,1,1.666666667,2
0,29,0,2,,,,,,,3,3,2
0,7,1,96,,,,,,,,,2
0,2,1,96,,,,,,,,,2
1,25,0,10,500,Low,98,3,2,4,,2.5,2
1,19,1,5,,,,3,2,3,2,2.333333333,2
1,26,0,10,,,,3,2,1,1,2,2
0,23,1,12,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
1,40,1,0,,,,1,3,10,,2,2
0,60,0,10,,,,,,,,,2
0,18,0,12,,,,,,,,,2
0,12,0,6,,,,,,,,,2
0,7,1,98,,,,,,,,,2
0,1,1,96,,,,,,,,,2
1,23,1,10,200,Low,7.11,ጥገኛ,1,5,,1,2
1,27,0,12,300,Low,6,3,1,1,1,1.666666667,2
0,19,0,11,,,,,,,1,1,2
1,22,1,8,300,Low,20,3,2,1,,2.5,2
0,25,0,10,,,,,,,1,1,2
1,23,1,10,400,Low,6,3,1,99,,2,2
1,41,0,10,500,Low,14.1,1,2,7,1,1.333333333,2
0,35,1,0,,,,,,,1,1,2
0,13,0,7,,,,,,,,,2
0,20,1,10,,,,,,,,,2
0,25,0,4,,,,,,,,,2
0,18,0,9,,,,,,,,,2
1,30,0,8,500,Low,6,3,1,1,,2,2
0,35,0,10,,,,,,,1,1,2
0,32,0,10,,,,,,,,,2
1,20,0,7,300,Low,6,3,1,1,,2,2
0,30,0,4,,,,,,,1,1,2
0,25,0,8,,,,,,,,,2
0,35,1,10,,,,,,,,,2
1,30,1,10,250,Low,20,3,1,2,,2,2
0,45,1,10,,,,,,,1,1,2
0,20,0,8,,,,,,,,,2
0,35,0,0,,,,,,,,,2
1,28,0,6,400,Low,6,3,1,1,,2,2
0,12,1,4,,,,,,,1,1,2
0,35,1,12,,,,,,,,,2
0,25,0,7,,,,,,,,,2
1,30,0,10,400,Low,6,3,1,2,,2,2
0,35,1,1,,,,,,,1,1,2
0,40,0,0,,,,,,,,,2
1,30,1,10,300,Low,20,3,1,1,,2,2
0,28,1,8,,,,,,,1,1,2
0,32,0,6,,,,,,,,,2
0,32,0,8,,,,,,,,,2
1,28,0,13,10,Low,13,3,3,1,,3,2
0,28,1,7,,,,,,,3,3,2
0,4,0,98,,,,,,,,,2
0,1,0,96,,,,,,,,,2
1,26,1,8,2000,Medium,8,3,3,4,,3,2
0,19,1,10,,,,,,,3,3,2
0,28,1,14,,,,,,,,,2
0,1,1,96,,,,,,,,,2
1,30,0,10,1800,Medium,98,3,1,3,,2,2
0,24,1,5,,,,,,,2,2,2
1,35,1,0,180,Low,20,3,1,3,,2,2
0,7,0,1,,,,,,,1,1,2
0,19,1,5,,,,,,,,,2
1,18,1,8,,,,3,1,3,,2,2
1,40,0,7,800,Medium,6,3,2,1,1,2,2
0,37,1,0,,,,,,,2,2,2
0,11,1,5,,,,,,,,,2
0,1,1,96,,,,,,,,,2
0,1,0,96,,,,,,,,,2
1,26,0,6,600,Medium,6,3,2,4,,2.5,2
0,22,1,0,,,,,,,2,2,2
0,9,0,2,,,,,,,,,2
0,5,0,98,,,,,,,,,2
1,28,0,8,2000,Medium,7,1,3,7,,2,2
0,26,1,5,,,,,,,3,3,2
0,6,0,98,,,,,,,,,2
1,25,0,5,500,Low,6,3,3,1,,3,2
0,26,1,6,,,,,,,1,1,2
0,2,0,96,,,,,,,,,2
0,6,1,96,,,,,,,,,2
1,27,0,0,1500,Medium,6,3,3,1,,3,2
0,25,1,4,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
0,11,1,1,,,,,,,,,2
1,20,1,0,180,Low,6,3,2,4,,2.5,2
0,22,1,9,80,Low,99,3,3,2,1,2.333333333,2
1,30,0,12,,,,,,,2,2,2
1,21,1,9,3000,High,7,3,3,4,,3,2
1,27,0,4,800,Medium,6,3,3,5,2,2.666666667,2
0,22,1,8,,,,,,,3,3,2
1,35,0,0,4000,High,8,1,3,26,,2,2
0,50,1,4,,,,,,,4,4,2
0,13,1,8,,,,,,,,,2
0,5,0,98,,,,,,,,,2
1,25,0,10,2000,Medium,6,3,3,5,,3,2
1,23,0,11,2000,Medium,6,3,3,3,3,3,2
1,28,0,12,2000,Medium,6,3,3,15,3,3,2
1,20,0,4,600,Medium,6,3,3,6,3,3,2
1,23,0,12,3000,High,8,3,3,15,2,2.666666667,2
1,40,1,0,,,,3,1,2,2,2,2
0,18,0,4,,,,,,,1,1,2
0,16,0,4,,,,,,,,,2
1,35,1,0,180,Low,20,3,1,1,,2,2
0,20,1,8,,,,,,,1,1,2
0,16,1,7,,,,,,,,,2
0,6,0,98,,,,,,,,,2
1,35,0,6,2000,Medium,9,3,3,3,,3,2
0,25,1,,,,,,,,2,2,2
1,37,0,0,600,Medium,6,3,3,16,,3,2
0,30,1,0,,,,,,,2,2,2
0,8,1,3,,,,,,,,,2
0,3,1,96,,,,,,,,,2
1,27,1,10,1000,Medium,6,3,1,1,,2,2
0,5,1,98,,,,,,,1,1,2
0,19,1,5,,,,,,,,,2
1,25,0,6,1000,Medium,6,1,1,2,,1,2
1,32,0,9,2000,Medium,6,1,1,3,1,1,2
0,28,1,6,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
0,18,1,6,,,,,,,,,2
1,49,0,7,2000,Medium,6,1,1,15,,1,2
0,15,1,9,,,,,,,1,1,2
0,12,0,4,,,,,,,,,2
0,6,0,98,,,,,,,,,2
0,35,0,6,,,,,,,,,2
1,30,0,0,1500,Medium,12,1,2,18,,1.5,2
0,28,1,0,,,,,,,4,4,2
0,12,0,5,,,,,,,,,2
0,11,0,4,,,,,,,,,2
0,5,0,98,,,,,,,,,2
0,2,0,96,,,,,,,,,2
1,30,0,0,300,Low,6,3,2,3,,2.5,2
0,28,1,9,,,,,,,1,1,2
0,12,0,5,,,,,,,,,2
0,6,0,98,,,,,,,,,2
0,14,1,2,,,,,,,,,2
1,35,1,0,150,Low,99,3,1,2,,2,2
0,11,1,4,,,,,,,1,1,2
0,17,1,9,,,,,,,,,2
1,31,0,6,300,Low,6,3,1,6,,2,2
0,27,1,0,,,,,,,1,1,2
0,6,0,98,,,,,,,,,2
0,3,0,96,,,,,,,,,2
1,,0,0,500,Low,3,1,1,14,,1,2
0,35,1,0,,,,,,,2,2,2
0,17,0,8,,,,,,,,,2
0,6,0,98,,,,,,,,,2
1,20,1,8,500,Low,6,3,2,3,,2.5,2
0,30,0,9,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
0,12,1,4,,,,,,,,,2
1,28,1,7,400,Low,6,3,1,4,,2,2
0,8,1,3,,,,,,,1,1,2
0,21,1,14,,,,,,,,,2
1,30,1,7,500,Low,20,3,2,3,,2.5,2
0,20,1,10,,,,,,,1,1,2
0,17,1,9,,,,,,,,,2
0,14,1,7,,,,,,,,,2
0,3,0,96,,,,,,,,,2
1,23,1,8,300,Low,19,3,1,1,,2,2
0,25,0,9,,,,,,,1,1,2
0,1,1,96,,,,,,,,,2
0,10,0,4,,,,,,,,,2
1,30,1,10,300,Low,20,3,1,3,,2,2
1,33,1,0,1000,Medium,12,1,2,3,1,1.333333333,2
0,40,0,0,,,,,,,1,1,2
0,4,0,96,,,,,,,,,2
0,2,1,96,,,,,,,,,2
1,97,1,0,,,,ጥገኛ,,10,,,2
1,20,1,9,300,Low,20,1,2,6,1,1.333333333,2
0,27,0,8,,,,,,,1,1,2
1,37,0,7,800,Medium,6,1,1,3,,1,2
0,27,1,0,,,,,,,2,2,2
0,3,0,96,,,,,,,,,2
1,25,1,7,900,Medium,6,1,1,2,,1,2
0,25,0,5,,,,,,,2,2,2
0,17,1,5,,,,,,,,,2
1,70,1,0,0,Low,,1,1,8,,1,2
1,7,1,0,,,,1,1,9,1,1,2
1,48,0,8,800,Medium,6,1,1,3,1,1,2
0,35,1,3,,,,,,,2,2,2
0,16,1,8,,,,,,,,,2
0,14,1,8,,,,,,,,,2
1,25,1,10,400,Low,6,1,1,2,,1,2
1,24,1,6,600,Medium,6,1,1,1,1,1,2
1,24,1,3,600,Medium,6,1,1,2,2,1.333333333,2
0,6,0,98,,,,,,,2,2,2
1,29,0,10,700,Medium,6,1,1,7,,1,2
0,24,1,10,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
1,19,1,8,600,Medium,6,1,1,7,,1,2
1,25,1,8,,,,,,,2,2,2
0,17,1,6,600,Medium,6,1,1,,,1,2
0,14,1,6,,,,,,,2,2,2
0,12,0,5,,,,,,,,,2
1,20,0,10,600,Medium,6,1,1,2,,1,2
0,19,1,8,,,,,,,2,2,2
1,27,1,3,600,Medium,6,1,1,1,,1,2
0,22,1,0,,,,,,,2,2,2
1,40,0,99,2000,Medium,12,3,3,17,,3,2
0,35,1,6,,,,,,,4,4,2
0,18,0,10,,,,,,,,,2
0,14,0,7,,,,,,,,,2
0,12,1,5,,,,,,,,,2
1,30,1,0,600,Medium,6,3,1,7,,2,2
0,,0,,,,,,,,1,1,2
0,,0,,,,,,,,,,2
0,,0,,,,,,,,,,2
1,26,0,0,900,Medium,6,3,1,7,,2,2
0,18,1,8,,,,,,,2,2,2
1,30,0,,600,Medium,6,3,1,1,,2,2
0,,,,,,,,,,2,2,2
1,19,0,8,800,Medium,6,3,1,1,,2,2
1,20,0,7,,,,,,,2,2,2
,30,0,0,900,Medium,6,3,1,3,,2,2
1,26,0,6,,,,,,3,2,2,2
0,24,1,10,800,Medium,6,3,1,4,2,2,2
1,19,1,10,180,Low,6,3,1,4,2,2,2
0,18,0,7,,,,,,,1,1,2
1,24,0,10,600,Medium,6,3,2,4,,2.5,2
0,21,1,7,,,,,,,1,1,2
1,22,0,5,600,Medium,6,3,2,2,,2.5,2
1,28,0,3,2000,Medium,98,3,2,4,,2.5,2
0,20,1,8,,,,,,,2,2,2
0,1,1,96,,,,,,,,,2
1,39,0,5,2000,Medium,19,3,3,26,,3,2
0,30,1,7,,,,,,,4,4,2
0,22,1,7,,,,,,,,,2
0,12,1,2,,,,,,,,,2
0,2,1,96,,,,,,,,,2
1,30,1,0,280,Low,,3,2,99,,2.5,2
0,29,1,1,,,,,,,2,2,2
1,35,0,6,2000,Medium,6,3,2,1,,2.5,2
0,30,1,8,,,,,,,2,2,2
0,1,0,96,,,,,,,,,2
1,17,0,6,600,Medium,6,2,1,10,,1.5,2
0,17,0,0,,,,,,,,,2
1,30,0,6,1000,Medium,8,2,2,4,,2,2
0,20,1,8,,,,,,,2,2,2
0,1,,,,,,,,,,,2
1,30,0,8,1000,Medium,6,2,2,1,,2,2
0,23,1,5,,,,,,,2,2,2
0,1,0,0,,,,,,,,,2
1,30,0,8,1000,Medium,6,1,1,2,,1,2
0,26,0,5,,,,,,,1,1,2
0,2,1,0,,,,,,,,,2
0,1,0,0,,,,,,,,,2
0,15,1,8,,,,,,,,,2
1,42,0,4,700,Medium,6,1,1,14,,1,2
0,32,1,4,,,,,,,1,1,2
0,4,1,0,,,,,,,,,2
0,13,0,5,,,,,,,,,2
1,21,0,12,1000,Medium,8,1,1,3,,1,2
1,24,0,2,1000,Medium,6,1,1,6,1,1,2
0,23,1,3,,,,,,,1,1,2
0,1,1,0,,,,,,,,,2
1,40,0,0,600,Medium,14.1,1,1,5,,1,2
0,38,,,,,,,,,1,1,2
0,9,0,3,,,,,,,,,2
1,55,0,7,400,Low,99,1,1,9,,1,2
1,25,1,7,800,Medium,6,1,,4,1,1,2
1,26,1,8,600,Medium,6,1,1,6,1,1,2
0,4,1,98,,,,,,,,,2
0,4,1,,,,,,,,,,2
1,28,1,5,600,Medium,6,1,1,4,,1,2
0,10,0,,,,,,,,1,1,2
1,53,0,4,700,Medium,6,1,1,6,,1,2
0,26,1,0,,,,,,,1,1,2
0,6,0,2,,,,,,,,,2
1,20,0,10,1000,Medium,6,1,1,4,,1,2
1,38,1,0,600,Medium,6,1,1,10,,1,2
0,16,0,8,,,,,,,1,1,2
1,31,0,8,700,Medium,6,1,1,5,,1,2
1,25,1,0,600,Medium,6,1,1,10,1,1,2
0,3,1,96,,,,,,,,,2
1,40,0,0,800,Medium,6,1,1,4,,1,2
0,29,1,7,,,,,,,1,1,2
0,10,0,1,,,,,,,,,2
1,28,0,6,700,Medium,6,1,1,8,,1,2
0,24,1,0,,,,,,,1,1,2
0,1,0,96,,,,,,,,,2
1,18,0,4,800,Medium,6,1,1,3,,1,2
0,28,0,5,,,,,,2,1,1,2
0,29,0,0,,,,,,2,1,1,2
1,20,1,2,700,Medium,6,1,1,2,1,1,2
1,33,0,8,800,Medium,6,1,1,15,1,1,2
0,23,1,12,,,,,,,1,1,2
0,15,0,3,,,,,,,,,2
0,1,0,96,,,,,,,,,2
1,33,0,3,1000,Medium,6,1,1,6,,1,2
0,22,1,0,,,,,,,1,1,2
0,10,0,4,,,,,,,,,2
0,6,1,96,,,,,,,,,2
0,3,0,96,,,,,,,,,2
1,25,0,0,1000,Medium,6,1,1,4,,1,2
0,1,1,96,800,Medium,6,1,1,10,1,1,2
1,28,0,10,,,,,,,1,1,2
0,21,1,10,1500,Medium,6,1,1,10,,1,2
0,3,0,96,,,,,,,1,1,2
1,25,1,10,1000,Medium,12,1,1,8,,1,2
1,27,0,10,1000,Medium,6,1,1,5,1,1,2
1,35,0,8,2000,Medium,7,1,1,1,1,1,2
1,40,1,8,1500,Medium,7.11,1,1,20,1,1,2
0,18,1,10,,,,,,,1,1,2
0,14,0,8,,,,,,,,,2
0,6,0,98,,,,,,,,,2
0,4,1,98,,,,,,,,,2
1,35,1,4,900,Medium,14.11,1,1,3,,1,2
0,16,0,9,,,,,,,1,1,2
1,67,1,0,2000,Medium,99,1,1,3,,1,2
0,30,1,7,,,,,,,1,1,2
0,27,0,5,,,,,,,,,2
0,11,0,4,,,,,,,,,2
1,45,0,0,1400,Medium,6,1,1,7,,1,2
1,26,0,6,1500,Medium,6,1,1,4,1,1,2
1,64,1,0,1000,Medium,99,1,1,4,1,1,2
0,25,0,0,,,,,,,1,1,2
0,21,1,12,,,,,,,,,2
1,20,1,4,500,Low,99,1,1,5,,1,2
0,2,1,96,,,,,,,1,1,2
1,25,0,8,1400,Medium,6,1,1,6,,1,2
0,24,1,10,,,,,,,4,4,2
0,2,1,96,,,,,,,,,2
1,62,1,0,500,Low,99,1,1,5,,1,2
0,32,0,5,,,,,,,4,4,2
0,27,0,12,,,,,,,,,2
0,19,1,4,,,,,,,,,2
1,45,1,0,300,Low,99,1,1,5,,1,2
1,38,0,0,10000,High,6,1,1,15,,1,2
0,35,1,0,,,,,,,1,1,2
0,18,0,4,,,,,,,,,2
0,15,0,5,,,,,,,,,2
0,13,0,4,,,,,,,,,2
0,10,0,4,,,,,,,,,2
0,8,,,,,,,,,,,2
0,7,0,1,,,,,,,,,2
1,35,0,12,1000,Medium,6,1,1,5,,1,2
0,25,1,4,,,,,,,1,1,2
0,4,0,98,,,,,,,,,2
1,30,0,0,800,Medium,6,1,1,7,,1,2
0,28,1,0,,,,,,,1,1,2
0,12,0,4,,,,,,,,,2
0,12,0,3,,,,,,,,,2
0,7,1,1,,,,,,,,,2
1,67,0,0,500,Low,99,1,1,2,,1,2
0,45,1,0,,,,,,,1,1,2
0,17,0,10,,,,,,,,,2
0,19,1,7,,,,,,,,,2
0,12,0,5,,,,,,,,,2
0,8,1,2,,,,,,,,,2
0,22,0,3,1400,Medium,6,1,1,4,,1,2
1,30,1,0,300,Low,99,1,1,4,1,1,2
1,25,0,8,300,Low,99,1,1,5,1,1,2
0,17,1,4,,,,,,,1,1,2
0,2,0,96,,,,,,,,,2
0,1,0,96,,,,,,,,,2
1,46,0,4,1000,Medium,6,1,1,6,,1,2
0,17,0,8,,,,,,,1,1,2
0,14,0,1,,,,,,,,,2
0,10,1,4,,,,,,,,,2
1,40,0,0,,,,1,1,3,,1,2
0,22,1,0,,,,,,,1,1,2
0,15,0,0,,,,,,,,,2
1,26,0,0,1000,Medium,6,1,1,2,,1,2
0,25,1,0,,,,,,,1,1,2
0,9,1,2,,,,,,,,,2
0,1,0,96,,,,,,,,,2
1,39,0,5,1000,Medium,7,1,1,10,,1,2
0,31,1,10,,,,,,,1,1,2
1,40,1,0,,,,1,1,4,,1,2
0,10,0,1,,,,,,,1,1,2
0,16,0,2,,,,,,,,,2
0,7,0,96,,,,,,,,,2
1,33,1,0,500,Low,20,1,1,9,,1,2
0,15,1,7,,,,,,,1,1,2
0,12,1,4,,,,,,,,,2
0,8,0,2,,,,,,,,,2
1,25,0,8,1000,Medium,6,1,1,5,,1,2
1,20,0,2,800,Medium,6,1,1,5,1,1,2
0,13,0,5,,,,,,,1,1,2
1,22,0,0,1200,Medium,6,1,1,6,,1,2
0,23,0,0,,,,,,,1,1,2
1,21,0,6,700,Medium,6,1,1,6,,1,2
1,27,1,9,1000,Medium,20,1,1,10,1,1,2
1,20,0,3,1000,Medium,6,1,1,8,1,1,2
0,19,0,3,,,,,,,1,1,2
1,25,1,10,1000,Medium,20,1,1,4,,1,2
1,30,0,4,1500,Medium,6,1,1,10,1,1,2
0,30,1,1,,,,,,,1,1,2
0,10,1,3,,,,,,,,,2
1,30,0,0,,,,1,1,8,,1,2
1,24,0,7,2000,Medium,6,1,1,3,1,1,2
0,19,1,5,,,,,,,1,1,2
0,1,0,96,,,,,,,,,2
1,28,0,0,2000,Medium,14.1,1,1,9,,1,2
0,27,1,0,,,,,,,1,1,2
0,9,0,3,,,,,,,,,2
0,7,1,1,,,,,,,,,2
0,5,1,96,,,,,,,,,2
0,3,1,96,,,,,,,,,2
0,1,1,0,,,,,,,,,2
1,55,0,0,600,Medium,6,1,1,3,,1,2
1,38,1,3,,,,,,,2,2,2
0,12,1,4,,,,,,,,,2
1,20,1,4,800,Medium,6,1,1,4,,1,2
0,23,1,3,,,,,,,2,2,2
1,32,0,12.5,800,Medium,6,1,1,3,,1,2
0,25,1,8,,,,,,,2,2,2
0,12,0,4,,,,,,,,,2
1,42,0,8,900,Medium,6,1,1,2,,1,2
0,28,1,4,,,,,,,2,2,2
0,14,0,8,,,,,,,,,2
1,25,0,8,800,Medium,6,1,1,4,,1,2
0,23,1,8,,,,,,,2,2,2
1,34,0,8,1000,Medium,6,1,1,3,,1,2
0,23,1,4,,,,,,,2,2,2
0,4,1,98,,,,,,,,,2
0,1,1,96,,,,,,,,,2
1,30,0,8,2000,Medium,8,1,1,2,,1,2
1,30,1,0,400,Low,6,1,1,5,3,1.666666667,2
0,9,1,2,,,,,,,1,1,2
0,2,0,96,,,,,,,,,2
1,28,0,8,900,Medium,17,1,1,1,,1,2
0,22,1,10,,,,,,,2,2,2
0,9,0,3,,,,,,,,,2
1,27,0,10,900,Medium,98,1,1,3,,1,2
0,24,1,7,,,,,,,2,2,2
1,57,0,4,400,Low,99,1,1,,,1,2
0,54,1,0,,,,,,,1,1,2
0,33,0,5,,,,,,,,,2
0,28,0,10,,,,,,,,,2
0,24,1,10,,,,,,,,,2
1,25,1,5,600,Medium,,1,1,10,,1,2
0,14,0,8,,,,,,,2,2,2
1,20,1,7,180,Low,7.11,3,2,1,,2.5,2
0,2,0,96,,,,,,,1,1,2
1,30,0,0,600,Medium,6,1,2,8,,1.5,2
1,60,0,4,50,Low,99,3,1,10,2,2,2
1,25,0,10,600,Medium,6,3,2,99,1,2,2
0,3,0,96,,,,,,,2,2,2
0,12,1,5,,,,,,,,,2
1,50,1,0,,,,3,1,8,,2,2
1,25,0,8,2000,Medium,7.1,3,3,99,1,2.333333333,2
0,24,1,10,,,,,,,2,2,2
1,30,0,0,600,Medium,6,3,3,99,,3,2
0,32,1,11,,,,,,,2,2,2
0,4,1,98,,,,,,,,,2
0,9,1,2,,,,,,,,,2
1,20,0,8,1500,Medium,7,3,3,1,,3,2
1,42,1,4,3000,High,,1,3,23,2,2,2
0,45,1,0,,,,,,,3,3,2
1,28,0,0,150,Low,6,3,2,99,,2.5,2
0,22,1,,,,,,,,2,2,2
0,7,0,98,,,,,,,,,2
0,2,0,96,,,,,,,,,2
1,26,1,10,1500,Medium,6,2,2,4,,2,2
0,24,1,10,,,,,,,2,2,2
1,32,1,0,500,Low,6,1,1,20,,1,2
0,18,0,8,,,,,,,1,1,2
0,20,0,0,,,,,,,,,2
0,15,0,0,,,,,,,,,2
1,51,0,9,3000,High,98,3,3,51,,3,2
0,40,1,3,,,,,,,3,3,2
0,22,0,12,,,,,,,,,2
0,20,0,9,,,,,,,,,2
0,85,0,0,,,,,,,,,2
1,55,0,5,2000,Medium,3,3,3,40,,3,2
0,52,1,6,,,,,,,3,3,2
0,20,1,14,,,,,,,,,2
1,35,1,0,600,Medium,3,1,1,9,,1,2
0,7,1,0,,,,,,,1,1,2
1,22,0,5,400,Low,8,1,1,11,,1,2
1,26,0,8,400,Low,8,1,1,17,1,1,2
1,24,0,0,400,Low,8,1,1,17,1,1,2
1,25,0,5,400,Low,8,1,1,10,1,1,2
1,55,0,0,2000,Medium,12,3,3,55,1,2.333333333,2
0,44,0,1,,,,,,,3,3,2
0,24,0,8,,,,,,,,,2
0,18,0,5,,,,,,,,,2
0,16,0,8,,,,,,,,,2
0,19,0,6,,,,,,,,,2
0,8,0,2,,,,,,,,,2
1,24,0,10,800,Medium,19,1,1,3,,1,2
0,28,1,1,,,,,,,1,1,2
1,20,0,0,2000,Medium,6,1,1,3,,1,2
1,22,0,0,1500,Medium,6,1,1,1,1,1,2
1,30,1,0,,,,1,1,6,1,1,2
0,18,1,3,,,,,,,1,1,2
1,35,0,2,1500,Medium,14.1,1,1,6,,1,2
0,27,1,3,,,,,,,1,1,2
0,8,1,1,,,,,,,,,2
0,12,0,4,,,,,,,,,2
1,33,0,0,1000,Medium,6,1,1,1,,1,2
0,27,1,0,,,,,,,1,1,2
0,7,0,1,,,,,,,,,2
0,3,0,0,,,,,,,,,2
1,30,0,0,1000,Medium,6,1,1,1,,1,2
0,21,1,0,,,,,,,1,1,2
1,20,1,0,500,Low,6,1,1,1,,1,2
0,25,0,0,,,,,,,1,1,2
1,35,1,0,500,Low,20,1,1,30,,1,2
0,18,0,9,,,,,,,1,1,2
1,38,0,10,1500,Medium,14.1,1,1,2,,1,2
1,25,1,5,1000,Medium,6,1,1,12,1,1,2
1,40,0,12,500,Low,6,1,1,6,1,1,2
0,26,1,5,,,,,,,1,1,2
0,3,0,0,,,,,,,,,2
1,35,0,0,1000,Medium,6,1,1,12,,1,2
0,34,1,0,,,,,,,1,1,2
0,9,1,3,,,,,,,,,2
0,28,1,10,,,,,,,,,2
1,35,1,0,800,Medium,14.1,1,1,18,,1,2
0,28,1,0,,,,,,,1,1,2
0,16,0,9,,,,,,,,,2
0,8,1,3,,,,,,,,,2
0,2,0,0,,,,,,,,,2
1,20,1,13,600,Medium,6,1,1,99,,1,2
1,42,1,0,800,Medium,14.11,1,1,1,2,1.333333333,2
0,15,1,8,,,,,,,2,2,2
0,12,1,5,,,,,,,,,2
1,27,0,5,900,Medium,6,1,1,1,,1,2
0,24,1,8,,,,,,,2,2,2
1,30,1,0,600,Medium,7.11,1,1,99,,1,2
0,5,1,98,,,,,,,2,2,2
1,22,0,5,,,,,,2,,,2
0,24,0,5,,,,,,,2,2,2
1,40,0,8,1000,Medium,15,1,1,16,,1,2
0,30,1,6,,,,,,,3,3,2
0,12,1,6,,,,,,,,,2
1,20,0,9,800,Medium,6,1,1,99,,1,2
0,18,1,7,,,,,,,2,2,2
1,22,0,5,800,Medium,6,1,1,1,,1,2
0,20,0,7,,,,,,,2,2,2
1,30,1,2,800,Medium,6,1,1,15,,1,2
0,17,1,,,,,,,,2,2,2
0,15,0,11,,,,,,,,,2
0,14,1,8,,,,,,,,,2
0,2,1,96,,,,,,,,,2
1,32,0,9,900,Medium,6,1,1,99,,1,2
0,25,1,5,,,,,,,2,2,2
0,5,0,98,,,,,,,,,2
1,43,0,0,600,Medium,6,1,1,7,,1,2
0,27,1,0,,,,,,,2,2,2
0,9,0,2,,,,,,,,,2
0,2,0,96,,,,,,,,,2
1,28,0,2,800,Medium,6,1,1,4,,1,2
0,24,1,8,,,,,,,2,2,2
0,3,0,98,,,,,,,,,2
0,2,0,96,,,,,,,,,2
1,24,0,,800,Medium,6,1,1,2,,1,2
0,10,0,,,,,,,,2,2,2
0,21,0,,,,,,,,,,2
1,23,1,,800,Medium,6,1,1,2,,1,2
0,8,1,,,,,,,,2,2,2
0,10,1,,,,,,,,,,2
